team,season,state,next_state,count,adjustment_type,poss_per_game
PHX,2024-25,PHX DREB,OPP FT Made,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX DREB,OPP OREB,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX DREB,OPP Offense Start,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX DREB,OPP Turnover,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX 2pt Made,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX 3pt Made,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX FT Made,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX OREB,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX Turnover,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX FT Made,OPP 2pt Made,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX FT Made,OPP 3pt Made,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX FT Made,OPP Turnover,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX FT Made,PHX Offense Start,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX OREB,OPP Offense Start,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX OREB,PHX Offense Start,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Offense Start,OPP Offense Start,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Offense Start,PHX Offense Start,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Turnover,OPP 3pt Made,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Turnover,OPP DREB,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Turnover,OPP FT Made,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Turnover,OPP OREB,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Turnover,OPP Turnover,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX 2pt Made,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX DREB,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX FT Made,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX OREB,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX Offense Start,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX Turnover,0.0,OPP OREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX Offense Start,3037.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,OPP Offense Start,2996.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,PHX DREB,2500.32,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,OPP DREB,2427.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,PHX Offense Start,2207.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,OPP Offense Start,2125.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,OPP 2pt Made,1995.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,PHX 2pt Made,1910.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,OPP Offense Start,1166.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,PHX Offense Start,1153.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,OPP Offense Start,1121.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,PHX 3pt Made,1054.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,OPP 3pt Made,1046.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,PHX Turnover,1027.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,PHX Offense Start,969.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,OPP Turnover,881.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,OPP OREB,793.68,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,PHX OREB,768.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,PHX Offense Start,757.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,OPP Offense Start,734.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,PHX FT Made,657.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,OPP FT Made,651.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,PHX FT Made,527.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,OPP FT Made,510.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,OPP 2pt Made,291.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,PHX DREB,266.68,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,PHX 2pt Made,250.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,OPP DREB,245.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,OPP DREB,165.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,PHX DREB,161.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,OPP OREB,119.32,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,PHX DREB,105.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,PHX 3pt Made,103.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,OPP DREB,96.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,OPP 3pt Made,91.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,PHX OREB,88.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,OPP FT Made,87.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,OPP Turnover,87.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,PHX Turnover,85.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,OPP FT Made,76.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,OPP FT Made,75.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,PHX FT Made,61.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,PHX FT Made,61.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,PHX FT Made,59.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,OPP DREB,30.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,PHX DREB,25.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,PHX DREB,22.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,PHX 2pt Made,20.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,OPP DREB,16.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,OPP 2pt Made,14.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,OPP 3pt Made,11.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,OPP 2pt Made,8.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,OPP OREB,7.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,PHX OREB,7.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,PHX 3pt Made,7.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,OPP 2pt Made,7.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,PHX 2pt Made,6.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,PHX FT Made,6.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,OPP 3pt Made,5.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,PHX FT Made,5.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,PHX 2pt Made,5.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,OPP Turnover,5.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,OPP FT Made,4.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,PHX DREB,4.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,OPP DREB,3.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,PHX 3pt Made,3.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,PHX Turnover,3.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,PHX OREB,3.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,PHX Turnover,3.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,OPP OREB,3.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,OPP OREB,3.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,PHX Turnover,2.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,OPP 2pt Made,2.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,OPP Turnover,2.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,PHX 2pt Made,2.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,PHX FT Made,2.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,OPP DREB,2.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,OPP FT Made,2.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,PHX 3pt Made,2.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,PHX OREB,2.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,OPP 3pt Made,2.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,OPP 2pt Made,1.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,OPP 3pt Made,1.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,OPP Turnover,1.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,PHX 2pt Made,1.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,PHX DREB,1.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,OPP FT Made,1.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,PHX Turnover,1.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,PHX 3pt Made,1.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,PHX Turnover,1.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,PHX Turnover,1.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,PHX 2pt Made,1.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,OPP 2pt Made,1.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,OPP 2pt Made,1.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,OPP 3pt Made,1.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX DREB,1.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,OPP OREB,1.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,OPP FT Made,1.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,OPP Turnover,1.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,OPP 2pt Made,1.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX 3pt Made,1.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,OPP DREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,OPP OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,OPP Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,PHX 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,PHX FT Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 2pt Made,PHX OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,OPP 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,OPP DREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,OPP OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,OPP Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,OPP Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,PHX 2pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,PHX 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,PHX FT Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,PHX OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP 3pt Made,PHX Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,OPP 2pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,OPP 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,OPP DREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,OPP OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,OPP Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,PHX 2pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,PHX 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,PHX DREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,PHX FT Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,PHX OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP DREB,PHX Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,OPP Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP FT Made,PHX OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,OPP Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP OREB,PHX Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,OPP Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Offense Start,PHX Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,OPP 2pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,OPP 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,OPP DREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,OPP FT Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,OPP OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,OPP Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,OPP Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,PHX 2pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,PHX 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,PHX DREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,PHX FT Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,PHX OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,OPP Turnover,PHX Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,OPP 2pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,OPP 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,OPP FT Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,OPP OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,OPP Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,PHX 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,PHX DREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,PHX OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,PHX Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 2pt Made,PHX Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,OPP 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,OPP DREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,OPP FT Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,OPP OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,OPP Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,PHX 2pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,PHX 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,PHX DREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,PHX OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,PHX Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX 3pt Made,PHX Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,OPP FT Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,OPP OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,OPP Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,OPP Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX 2pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX FT Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,OPP 2pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,OPP 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,OPP Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX FT Made,PHX Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,OPP Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX OREB,PHX Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,OPP Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Offense Start,PHX Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,OPP 3pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,OPP DREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,OPP FT Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,OPP OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,OPP Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX 2pt Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX DREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX FT Made,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX OREB,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX Offense Start,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX Turnover,PHX Turnover,0.0,OPP DREB% -5%,98.8
PHX,2024-25,PHX DREB,PHX Offense Start,3037.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP DREB,OPP Offense Start,2996.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP Offense Start,PHX DREB,2446.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX Offense Start,OPP DREB,2283.89,OPP TOV% +5%,98.8
PHX,2024-25,OPP 2pt Made,PHX Offense Start,2207.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX 2pt Made,OPP Offense Start,2125.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP Offense Start,OPP 2pt Made,1995.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX Offense Start,PHX 2pt Made,1787.81,OPP TOV% +5%,98.8
PHX,2024-25,PHX 3pt Made,OPP Offense Start,1166.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP 3pt Made,PHX Offense Start,1153.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX Turnover,OPP Offense Start,1121.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX Offense Start,PHX 3pt Made,997.45,OPP TOV% +5%,98.8
PHX,2024-25,OPP Offense Start,OPP 3pt Made,1046.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX Offense Start,PHX Turnover,1438.04,OPP TOV% +5%,98.8
PHX,2024-25,OPP Turnover,PHX Offense Start,969.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP Offense Start,OPP Turnover,881.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP Offense Start,OPP OREB,848.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX Offense Start,PHX OREB,719.2,OPP TOV% +5%,98.8
PHX,2024-25,OPP FT Made,PHX Offense Start,757.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX FT Made,OPP Offense Start,734.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX Offense Start,PHX FT Made,616.62,OPP TOV% +5%,98.8
PHX,2024-25,OPP Offense Start,OPP FT Made,651.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX FT Made,PHX FT Made,527.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP FT Made,OPP FT Made,510.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP OREB,OPP 2pt Made,291.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP OREB,PHX DREB,261.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX OREB,PHX 2pt Made,234.89,OPP TOV% +5%,98.8
PHX,2024-25,PHX OREB,OPP DREB,233.63,OPP TOV% +5%,98.8
PHX,2024-25,OPP Offense Start,OPP DREB,165.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX Offense Start,PHX DREB,161.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP OREB,OPP OREB,125.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP FT Made,PHX DREB,105.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX OREB,PHX 3pt Made,99.06,OPP TOV% +5%,98.8
PHX,2024-25,PHX FT Made,OPP DREB,96.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP OREB,OPP 3pt Made,91.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX OREB,PHX OREB,82.51,OPP TOV% +5%,98.8
PHX,2024-25,OPP 2pt Made,OPP FT Made,87.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP OREB,OPP Turnover,87.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX OREB,PHX Turnover,123.95,OPP TOV% +5%,98.8
PHX,2024-25,PHX Offense Start,OPP FT Made,76.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP OREB,OPP FT Made,75.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP Offense Start,PHX FT Made,61.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX OREB,PHX FT Made,57.96,OPP TOV% +5%,98.8
PHX,2024-25,PHX 2pt Made,PHX FT Made,59.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP OREB,OPP DREB,30.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP 2pt Made,PHX DREB,25.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX OREB,PHX DREB,22.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP Offense Start,PHX 2pt Made,20.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX 2pt Made,OPP DREB,16.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX Offense Start,OPP 2pt Made,14.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX Offense Start,OPP 3pt Made,11.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP FT Made,OPP 2pt Made,8.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP FT Made,OPP OREB,7.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP OREB,PHX OREB,7.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP Offense Start,PHX 3pt Made,7.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX OREB,OPP 2pt Made,7.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP OREB,PHX 2pt Made,6.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP OREB,PHX FT Made,6.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP FT Made,OPP 3pt Made,5.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX 3pt Made,PHX FT Made,5.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX FT Made,PHX 2pt Made,5.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX Offense Start,OPP Turnover,5.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP 3pt Made,OPP FT Made,4.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX FT Made,PHX DREB,4.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP FT Made,OPP DREB,3.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP OREB,PHX 3pt Made,3.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP OREB,PHX Turnover,3.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP Offense Start,PHX OREB,3.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX FT Made,PHX Turnover,3.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX OREB,OPP OREB,3.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX Offense Start,OPP OREB,3.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP 2pt Made,PHX Turnover,2.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP 3pt Made,OPP 2pt Made,2.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP FT Made,OPP Turnover,2.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP FT Made,PHX 2pt Made,2.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP FT Made,PHX FT Made,2.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX DREB,OPP DREB,2.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX FT Made,OPP FT Made,2.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX FT Made,PHX 3pt Made,2.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX FT Made,PHX OREB,2.0,OPP TOV% +5%,98.8
PHX,2024-25,PHX OREB,OPP 3pt Made,2.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP 2pt Made,OPP 2pt Made,1.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP 2pt Made,OPP 3pt Made,1.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP 2pt Made,OPP Turnover,1.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP 2pt Made,PHX 2pt Made,1.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP 3pt Made,PHX DREB,1.0,OPP TOV% +5%,98.8
PHX,2024-25,OPP DREB,OPP FT Made,1.0,OPP TOV% +5%,98.8
