team,season,state,next_state,count,adjustment_type,poss_per_game
CHI,2024-25,OPP OREB,OPP Offense Start,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI Offense Start,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP Offense Start,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Turnover,CHI 2pt Made,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Turnover,CHI 3pt Made,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Turnover,CHI DREB,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Turnover,CHI FT Made,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Turnover,CHI OREB,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Turnover,CHI Turnover,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Turnover,OPP 2pt Made,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Turnover,OPP 3pt Made,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Turnover,OPP FT Made,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Turnover,OPP Offense Start,0.0,TOV% -5%,98.8
CHI,2024-25,OPP Turnover,OPP Turnover,0.0,TOV% -5%,98.8
CHI,2024-25,CHI DREB,CHI Offense Start,3294.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,OPP Offense Start,3226.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI DREB,2695.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP DREB,2590.91,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,CHI Offense Start,2396.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,OPP Offense Start,2168.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP 2pt Made,2149.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI 2pt Made,2084.36,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,OPP Offense Start,1257.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,OPP Offense Start,1168.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI 3pt Made,1146.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,CHI Offense Start,1110.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI Turnover,1090.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP 3pt Made,1003.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,CHI Offense Start,1002.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP Turnover,891.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP OREB,889.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI OREB,738.73,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,CHI Offense Start,766.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,OPP Offense Start,727.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP FT Made,649.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI FT Made,628.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,OPP FT Made,517.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,CHI FT Made,469.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP 2pt Made,331.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI 2pt Made,284.09,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,OPP DREB,239.64,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,CHI DREB,250.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI DREB,186.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP DREB,163.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI OREB,118.27,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP OREB,112.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP Turnover,110.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI 3pt Made,100.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP 3pt Made,96.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,OPP FT Made,91.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,OPP DREB,88.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,CHI DREB,85.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,CHI FT Made,82.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI Turnover,76.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP FT Made,72.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI FT Made,69.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI FT Made,57.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP FT Made,51.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,CHI DREB,29.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP DREB,28.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI DREB,20.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,OPP DREB,17.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP 2pt Made,16.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,CHI 2pt Made,13.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP OREB,10.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI 2pt Made,9.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP 3pt Made,7.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI 3pt Made,7.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,CHI OREB,5.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,CHI Turnover,5.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,OPP 2pt Made,5.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI OREB,5.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,CHI 3pt Made,4.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,OPP OREB,4.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,OPP Turnover,4.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,CHI 3pt Made,4.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI Turnover,4.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,CHI 2pt Made,3.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP Turnover,3.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,CHI OREB,3.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,CHI Turnover,2.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,OPP DREB,2.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,OPP 3pt Made,2.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,OPP Turnover,2.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,OPP DREB,2.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,OPP FT Made,2.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,CHI 3pt Made,2.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,OPP 2pt Made,2.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,OPP DREB,2.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,CHI Turnover,2.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,OPP OREB,2.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,CHI 2pt Made,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,CHI DREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,OPP FT Made,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,CHI 2pt Made,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,CHI DREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,CHI FT Made,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,CHI 3pt Made,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,OPP OREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,CHI DREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,OPP 3pt Made,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,OPP FT Made,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,OPP OREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,CHI DREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,OPP OREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,CHI DREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,OPP DREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,CHI DREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,OPP DREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,OPP OREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,CHI FT Made,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,CHI Turnover,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,CHI FT Made,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,OPP DREB,1.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,CHI 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,CHI OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,CHI Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,OPP 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,OPP 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,OPP OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,OPP Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,CHI 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,CHI OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,CHI Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,CHI Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,OPP 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,OPP 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,OPP FT Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,OPP OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,OPP Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,CHI 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,CHI DREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,CHI FT Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,CHI OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,CHI Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,OPP 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,OPP 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,OPP DREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,OPP FT Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,OPP Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,OPP Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,CHI Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,OPP 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,OPP Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,OPP FT Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,OPP OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI OREB,OPP Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,CHI 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,CHI 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,CHI FT Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,CHI OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,CHI Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,CHI Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,OPP 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,OPP 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,OPP DREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,OPP FT Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,OPP OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,OPP Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,CHI 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,CHI 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,CHI FT Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,CHI OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,CHI Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,OPP 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,OPP 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,OPP Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,OPP Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,CHI 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,CHI 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,CHI FT Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,CHI OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,CHI Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,OPP 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,OPP 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,OPP OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,OPP Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,OPP Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,CHI 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,CHI 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,CHI FT Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,CHI OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,CHI Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,CHI Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,OPP 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,OPP 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,OPP FT Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP DREB,OPP Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,CHI 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,CHI OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,OPP 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,OPP Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,CHI Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,CHI 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,CHI 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,CHI DREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,CHI FT Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,CHI OREB,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,CHI Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,OPP 2pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,OPP 3pt Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,OPP FT Made,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,OPP Offense Start,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,OPP Turnover,0.0,OPP 2PT FG% -5%,98.8
CHI,2024-25,CHI DREB,CHI Offense Start,3294.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP DREB,OPP Offense Start,3226.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI DREB,2695.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP DREB,2655.46,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,CHI Offense Start,2396.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,OPP Offense Start,2168.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP 2pt Made,2149.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI 2pt Made,1978.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,OPP Offense Start,1257.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Turnover,OPP Offense Start,1168.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI 3pt Made,1160.93,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,CHI Offense Start,1110.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI Turnover,1090.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP 3pt Made,1003.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,CHI Offense Start,1002.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP Turnover,891.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP OREB,889.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI OREB,765.61,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,CHI Offense Start,766.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,OPP Offense Start,727.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP FT Made,649.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI FT Made,628.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,OPP FT Made,517.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,CHI FT Made,469.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP 2pt Made,331.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI 2pt Made,268.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI OREB,OPP DREB,250.1,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP OREB,CHI DREB,250.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,CHI DREB,186.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,OPP DREB,163.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI OREB,122.63,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP OREB,112.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP Turnover,110.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI 3pt Made,101.27,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP 3pt Made,96.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,OPP FT Made,91.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,OPP DREB,88.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,CHI DREB,85.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,CHI FT Made,82.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI Turnover,76.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP FT Made,72.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI FT Made,69.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI FT Made,57.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP FT Made,51.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,CHI DREB,29.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP OREB,OPP DREB,28.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI OREB,CHI DREB,20.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,OPP DREB,17.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP 2pt Made,16.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP OREB,CHI 2pt Made,13.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP OREB,10.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI 2pt Made,9.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP 3pt Made,7.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI 3pt Made,7.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,CHI OREB,5.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,CHI Turnover,5.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI OREB,OPP 2pt Made,5.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI OREB,5.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,CHI 3pt Made,4.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,OPP OREB,4.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,OPP Turnover,4.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP OREB,CHI 3pt Made,4.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Offense Start,CHI Turnover,4.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI FT Made,CHI 2pt Made,3.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI Offense Start,OPP Turnover,3.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP OREB,CHI OREB,3.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,CHI Turnover,2.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,OPP DREB,2.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI OREB,OPP 3pt Made,2.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI OREB,OPP Turnover,2.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP 2pt Made,OPP DREB,2.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP 3pt Made,OPP FT Made,2.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,CHI 3pt Made,2.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,OPP 2pt Made,2.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP FT Made,OPP DREB,2.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP OREB,CHI Turnover,2.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,OPP Turnover,OPP OREB,2.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,CHI 2pt Made,1.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,CHI DREB,1.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI 2pt Made,OPP FT Made,1.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,CHI 2pt Made,1.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,CHI DREB,1.0,OPP 3PT FG% -5%,98.8
CHI,2024-25,CHI 3pt Made,CHI FT Made,1.0,OPP 3PT FG% -5%,98.8
